Timestamp,SensorID,TrackID,Longitude,Latitude,NoiseCategory,LAeq_dBA
1785795000000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.1
1785795000000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,52.4
1785795000000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,47
1785795000000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,44.8
1785795000000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.8
1785795060000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51
1785795060000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.8
1785795060000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,48.9
1785795060000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,52.2
1785795060000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.9
1785795060000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,44.4
1785795060000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.6
1785795120000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51.1
1785795120000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,52
1785795120000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.8
1785795120000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.6
1785795120000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.2
1785795120000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,44.6
1785795120000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.2
1785795180000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51
1785795180000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.8
1785795180000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.3
1785795180000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.9
1785795180000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.3
1785795180000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.3
1785795180000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.1
1785795240000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51.5
1785795240000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,52.2
1785795240000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.9
1785795240000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.7
1785795240000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46
1785795240000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.8
1785795240000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.8
1785795300000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.7
1785795300000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.5
1785795300000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.2
1785795300000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,50.8
1785795300000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.7
1785795300000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.4
1785795300000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.8
1785795360000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.4
1785795360000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.6
1785795360000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.7
1785795360000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.2
1785795360000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.3
1785795360000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.6
1785795360000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.6
1785795420000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,49.9
1785795420000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51
1785795420000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.1
1785795420000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,50.8
1785795420000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.2
1785795420000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.9
1785795420000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.6
1785795480000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,49.7
1785795480000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,50.9
1785795480000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.2
1785795480000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,50.8
1785795480000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46
1785795480000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,47
1785795480000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.2
1785795540000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.3
1785795540000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.7
1785795540000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50
1785795540000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,50.4
1785795540000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.9
1785795540000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.2
1785795540000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.9
1785795600000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.3
1785795600000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.8
1785795600000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.4
1785795600000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.3
1785795600000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.7
1785795600000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.2
1785795600000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.6
1785795660000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50
1785795660000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.5
1785795660000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50
1785795660000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.8
1785795660000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.9
1785795660000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45
1785795660000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.6
1785795720000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,49.7
1785795720000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.4
1785795720000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.7
1785795720000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.8
1785795720000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.9
1785795720000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.8
1785795720000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.9
1785795780000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,49.5
1785795780000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,52
1785795780000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50
1785795780000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51
1785795780000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.4
1785795780000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.4
1785795780000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.6
1785795840000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50
1785795840000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.7
1785795840000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.5
1785795840000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.4
1785795840000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.3
1785795840000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.4
1785795840000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.3
1785795900000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,49.5
1785795900000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.5
1785795900000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.9
1785795900000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,50.9
1785795900000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.4
1785795900000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.6
1785795900000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.1
1785795960000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.1
1785795960000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.4
1785795960000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.8
1785795960000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.5
1785795960000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.8
1785795960000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.3
1785795960000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.5
1785796020000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.4
1785796020000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51
1785796020000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.5
1785796020000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.3
1785796020000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.3
1785796020000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.8
1785796020000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.5
1785796080000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51.3
1785796080000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.6
1785796080000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,48.8
1785796080000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51
1785796080000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.2
1785796080000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.3
1785796080000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.4
1785796140000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.8
1785796140000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,52.3
1785796140000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,49.8
1785796140000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.6
1785796140000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.3
1785796140000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.6
1785796140000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,46.6
1785796200000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,50.3
1785796200000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,52
1785796200000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.6
1785796200000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.6
1785796200000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,46.3
1785796200000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,45.6
1785796200000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.1
1785796260000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51.2
1785796260000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.8
1785796260000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,51.1
1785796260000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,51.2
1785796260000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.6
1785796260000,NOISE-NR2,a7b30385-932d-4325-b84b-ae6bdcc359e3,958613.61,6010191.3,Comfortable,46.2
1785796260000,NOISE-NR3,74469165-c65c-4435-a387-36920379578d,959234.31,6010383.42,Comfortable,47.8
1785796320000,NOISE-N,b291e7be-9f14-44ed-87c1-0f02b8ca35b3,958906.23,6010563.72,Comfortable,51.3
1785796320000,NOISE-E,7be9696e-9ace-4085-a81b-0b04c83955db,959045.15,6010445.49,Comfortable,51.3
1785796320000,NOISE-S,b543d03f-a7d0-4faa-8507-0b3e31081e0b,958885.54,6010297.7,Comfortable,50.6
1785796320000,NOISE-W,49a1ac8f-b89d-4356-8260-a3e73765a98a,958749.58,6010415.93,Comfortable,50.7
1785796320000,NOISE-NR1,5c7eb3a5-3ace-49d5-b023-33009a594311,959160.42,6010678.99,Comfortable,45.1
