Timestamp,SensorID,TrackID,Longitude,Latitude,Elevation,WindCategory,WindSpeed_ms,WindDir_deg,WindGust_ms
1785796320000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,264,7.2
1785796380000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,263,7.1
1785796440000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,262,7.1
1785796500000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,262,7.2
1785796560000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,259,6.3
1785796620000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,264,5.7
1785796680000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,268,5.2
1785796740000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,264,5.5
1785796800000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,259,5.6
1785796860000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,259,5.2
1785796920000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,255,6.5
1785796980000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.4,252,5.5
1785797040000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,250,5.6
1785797100000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,253,6.9
1785797160000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,257,5.5
1785797220000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,262,5.4
1785797280000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,260,5.5
1785797340000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,263,5.2
1785797400000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.4,265,3.9
1785797460000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.3,259,4.1
1785797520000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,262,4.3
1785797580000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,258,4.9
1785797640000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,263,4.5
1785797700000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,264,5.4
1785797760000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,258,5.5
1785797820000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,257,4.7
1785797880000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.3,253,4.1
1785797940000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.3,257,4.4
1785798000000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,262,4.9
1785798060000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,261,5.3
1785798120000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.4,259,5.7
1785798180000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,261,5.2
1785798240000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,260,5.5
1785798300000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.3,255,5.8
1785798360000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,254,5.7
1785798420000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,258,5.9
1785798480000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,256,7.5
1785798540000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,252,6.6
1785798600000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,253,4.8
1785798660000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.3,247,6.2
1785798720000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.3,247,5.4
1785798780000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,243,5.2
1785798840000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,244,5.8
1785798900000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,250,6.3
1785798960000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,248,6.6
1785799020000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.8,250,9.1
1785799080000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,248,7
1785799140000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,249,7.2
1785799200000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,244,7.8
1785799260000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.8,241,8
1785799320000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,246,6.9
1785799380000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,240,6.6
1785799440000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,236,7.2
1785799500000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,238,7
1785799560000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,236,6.8
1785799620000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,235,6.8
1785799680000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,237,7.3
1785799740000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,232,8.5
1785799800000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,227,6.1
1785799860000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,233,6.7
1785799920000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.3,233,6.1
1785799980000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,234,5.7
1785800040000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,234,6
1785800100000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,235,5
1785800160000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.4,234,6.1
1785800220000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,230,4.9
1785800280000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,235,4.4
1785800340000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,237,5.1
1785800400000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.4,232,4
1785800460000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,234,3.9
1785800520000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.1,232,3.5
1785800580000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.1,229,3.4
1785800640000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,229,4.6
1785800700000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.9,230,4.8
1785800760000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.3,227,6.1
1785800820000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,223,5.5
1785800880000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,226,4.7
1785800940000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,231,4.9
1785801000000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.9,237,5
1785801060000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,233,4.3
1785801120000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,232,4.6
1785801180000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.3,229,3.9
1785801240000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2,232,3.3
1785801300000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,1.9,231,3.6
1785801360000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.1,229,4.1
1785801420000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.3,233,4.3
1785801480000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2,236,3.3
1785801540000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2,232,3.1
1785801600000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,228,4.9
1785801660000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,232,4.7
1785801720000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,229,4.9
1785801780000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,235,6.1
1785801840000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.8,231,4.6
1785801900000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.4,233,3.9
1785801960000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,233,4.2
1785802020000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,229,4.3
1785802080000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,227,3.9
1785802140000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.3,229,3.5
1785802200000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,225,4.1
1785802260000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.2,221,3.4
1785802320000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,217,4.8
1785802380000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.4,218,4
1785802440000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.9,222,4.9
1785802500000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.9,221,4.6
1785802560000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,228,4.9
1785802620000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.4,230,5.5
1785802680000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.3,233,5.9
1785802740000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,227,4.9
1785802800000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.9,230,4.9
1785802860000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.7,232,5.3
1785802920000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.2,233,6.2
1785802980000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,231,5.6
1785803040000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,230,4
1785803100000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,235,4.9
1785803160000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.1,238,5
1785803220000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.4,236,6.1
1785803280000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,241,5.8
1785803340000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,237,7.3
1785803400000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.5,243,7.1
1785803460000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,242,7.6
1785803520000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,247,7
1785803580000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,249,5.9
1785803640000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,244,6.7
1785803700000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,239,6.6
1785803760000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,236,8.4
1785803820000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,235,7.9
1785803880000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,237,7.6
1785803940000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,237,7.2
1785804000000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,237,7.6
1785804060000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.3,243,7.1
1785804120000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,243,6.1
1785804180000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,245,7.4
1785804240000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,248,5.9
1785804300000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,250,5.9
1785804360000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,247,6.9
1785804420000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,244,6.7
1785804480000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.4,240,6.1
1785804540000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,236,5.4
1785804600000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,231,5.7
1785804660000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.6,227,4.2
1785804720000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.1,231,3.6
1785804780000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,1.9,236,3.5
1785804840000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.5,237,4.8
1785804900000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,2.4,237,4
1785804960000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3,233,5.8
1785805020000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,230,6.5
1785805080000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,228,6.9
1785805140000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,223,6.9
1785805200000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,222,6.6
1785805260000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,217,7.3
1785805320000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,212,8
1785805380000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.5,212,7
1785805440000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,214,7
1785805500000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,210,6.3
1785805560000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,215,7.4
1785805620000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,219,7.1
1785805680000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,217,6.4
1785805740000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,218,6.4
1785805800000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,219,7.1
1785805860000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,216,6.8
1785805920000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,215,5.7
1785805980000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,212,6
1785806040000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,210,7.8
1785806100000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,208,7.9
1785806160000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,212,8
1785806220000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,211,8.2
1785806280000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.8,213,6.9
1785806340000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,208,7.7
1785806400000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,214,6.4
1785806460000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.5,218,8.5
1785806520000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.8,214,7.6
1785806580000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,217,7.8
1785806640000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.1,213,7
1785806700000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.5,215,7.2
1785806760000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,5,211,8.6
1785806820000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.2,208,6.9
1785806880000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,206,7.7
1785806940000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.6,213,6.1
1785807000000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,218,6.7
1785807060000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4,219,7.9
1785807120000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.4,216,8.4
1785807180000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.7,214,7
1785807240000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,3.9,216,6
1785807300000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,4.5,212,7.7
1785807360000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,5,217,9.4
1785807420000,WIND-01,40078e96-523d-429e-87f4-2c6f571355de,958778.6,6010479.36,582.35,Calm,5,221,9.5
